order	a_word	b_alphabet	c_meaning
1541	burial	英:/'ber??l/ 美:/'b?r??l/ 	"1. n. 埋葬；葬礼；弃绝
2. adj. 埋葬的"
1542	hello	英:/h?'l??/ 美:/h?'lo/ 	"1. int. 喂；哈罗
2. n. 表示问候， 惊奇或唤起注意时的用语"
1543	doorstep	英:/'d??step/ 美:/?d?r?st?p/ 	n. 门阶
1544	cloak	英:/kl??k/ 美:/klok/ 	"1. n. 斗蓬；宽大外衣；托词
2. vt. 遮掩；隐匿"
1545	alternative	英:/??l't??n?t?v/ 美:/?l't?n?t?v/ 	两者择一的
1546	gather	英:/'g???/ 美:/'ɡ???/ 	"1. vt. 收集；使…聚集；收割；使…皱起
2. vi. 聚集；化脓；皱起"
1547	chose	英:/t???z/ 美:/t?oz/ 	chosen<br /><br />n. 选择（choose 的过去式）
1548	expel	英:/?k'spel/ 美:/?k'sp?l/ 	vt. 驱逐；开除
1549	alternatively	/?l't?n?t?vli/ 	或者
1550	dinner	英:/'d?n?/ 美:/'d?n?/ 	n. 宴会；正餐；晚餐，晚宴
1551	drought	英:/dra?t/ 美:/dra?t/ 	n. 干旱；缺乏
1552	doorway	英:/'d??we?/ 美:/'d?r'we/ 	n. 门口；途径
1553	gathering	英:/'g??(?)r??/ 美:/'ɡ???r??/ 	"集会, 聚集"
1554	drove	英:/dr??v/ 美:/drov/ 	"1. n. 畜群；牛群、羊群等；移动的人群或大批的东西
2. v. 驾驶（drive的过去分词）"
1555	advertising	英:/'?dv?ta?z??/ 美:/'?dv?'ta?z??/ 	"广告业,广告"
1556	although	英:/??l'???/ 美:/?l'?o/ 	conj. 虽然，尽管
1557	dinosaur	英:/'da?n?s??/ 美:/'da?n?'s?r/ 	n. [俚]过时、落伍的人或事物；恐龙
1558	crimson	英:/'kr?mz(?)n/ 美:/'kr?mzn/ 	"1. n. 深红色
2. adj. 深红色的"
1559	bribe	英:/bra?b/ 美:/bra?b/ 	"1. vt. 贿赂，收买
2. vi. 行贿"
1560	greengrocer	英:/'gri?ngr??s?/ 美:/'ɡrinɡros?/ 	"蔬菜水果商, 菜贩"
1561	advice	英:/?d'va?s/ 美:/?d'va?s/ 	n. 通知；忠告；建议；劝告
1562	expense	英:/?k'spens/ 美:/?k'sp?ns/ 	"1. n. 开支；消费；损失，代价
2. vt. 向…收取费用"
1563	drown	英:/dra?n/ 美:/dra?n/ 	"1. vt. 淹没；把…淹死
2. vi. 淹死；溺死"
1564	activity	英:/?k't?v?t?/ 美:/?k't?v?ti/ 	n. 活动；活跃；行动
1565	brick	英:/br?k/ 美:/br?k/ 	"1. n. 砖，砖块；砖形物；[口]心肠好的人
2. vt. 用砖砌"
1566	frill	英:/fr?l/ 美:/fr?l/ 	"1. n. 褶边；装饰
2. vt. 折成皱边"
1567	greenhouse	英:/'gri?nha?s/ 美:/'ɡrinha?s/ 	"温室, 暖房"
1568	boom	英:/bu?m/ 美:/b?m/ 	"1. vt. 发隆隆声；使兴旺
2. vi. 发隆隆声；急速发展"
1569	clock	英:/kl?k/ 美:/klɑk/ 	"1. n. 时钟；计时器
2. vt. 记录；记时"
1570	blizzard	英:/'bl?z?d/ 美:/'bl?z?d/ 	"1. n. 暴风雪，大风雪；[俚]大打击
2. vi. 下暴风雪"
1571	burn	英:/b??n/ 美:/b?n/ 	"1. vt. 燃烧；烧毁，灼伤；激起…的愤怒
2. vi. 燃烧；烧毁；发热"
1572	checkbook	英:/'t?ekbuk/ 美:/?t??k?b?k/ 	支票簿
1573	daytime	英:/'de?ta?m/ 美:/'deta?m/ 	n. 日间，白天
1574	helmet	英:/'helm?t/ 美:/'h?lm?t/ 	n. 钢盔，头盔
1575	clockwise	英:/'kl?kwa?z/ 美:/'klɑk'wa?z/ 	顺时针方向的
1576	expensive	英:/?k'spens?v/ 美:/?k'sp?ns?v/ 	"昂贵的,豪华的"
1577	actress	英:/'?ktr?s/ 美:/'?ktr?s/ 	n. 女演员
1578	enthusiasm	英:/?n'θju?z??z(?)m/ 美:/?n'θuz??z?m/ 	"热情,热心"
1579	checked	英:/t?ekt/ 美:/t??kt/ 	"1. adj. 选中的；格子花纹的
2. v. 检查（check的过去式和过去分词）"
1580	congratulate	英:/k?n'gr?tj?le?t/ 美:/k?n'ɡr?t?ulet/ 	祝贺
1581	ballerina	英:/b?l?'ri?n?/ 美:/?b?l?'rin?/ 	芭蕾舞女演员
1582	advise	英:/?d'va?z/ 美:/?d'va?z/ 	"1. vt. 劝告，忠告；通知；警告；建议
2. vi. 建议；与…商量"
1583	altogether	英:/??lt?'ge??/ 美:/??lt?'ɡ???/ 	总共，完全
1584	drowsy	英:/'dra?z?/ 美:/'dra?zi/ 	adj. 昏昏欲睡的；沉寂的；催眠的
1585	actual	英:/'?kt???l/ 美:/'?kt?u?l/ 	adj. 真实的，实际的；现行的，目前的
1586	daylight	英:/'de?la?t/ 美:/'dela?t/ 	n. 日光；白天；黎明；公开
1587	help	英:/help/ 美:/h?lp/ 	"1. vt. 帮助；治疗；促进；补救
2. n. 帮助；帮忙者；补救办法；有益的东西"
1588	dormitory	英:/'d??m?t(?)r?/ 美:/'d?rm?t?ri/ 	集体宿舍
1589	cv	/?si: 'vi:/ 	履历
1590	experience	英:/?k'sp??r??ns/ 美:/?k'sp?r??ns/ 	"经历, 经验"
1591	actually	英:/'?ktj??l?/ 美:/'?kt?u?li/ 	adv. 实际上；事实上
1592	fringe	英:/fr?n(d)?/ 美:/fr?nd?/ 	"1. n. 边缘；穗；刘海
2. adj. 边缘的；附加的"
1593	behind	英:/b?'ha?nd/ 美:/b?'ha?nd/ 	"1. prep. 支持；落后于；晚于
2. adv. 在后地；在原处"
1594	congratulation	"英:/k?ngr?tj?'le??(?)n/ 美:/k?n,ɡr?t?u'le??n/ "	祝贺
1595	experiment	英:/?k'sper?m(?)nt/ 美:/?k'sp?r?m?nt/ 	"实验,试验,尝试"
1596	blob	英:/bl?b/ 美:/blɑb/ 	"1. n. 一滴；一抹；难以名状的一团
2. vt. 弄脏；[美俚]把…做错"
1597	checkers	/'t?ek?z/ 	n. 西洋棋
1598	cripple	英:/'kr?p(?)l/ 美:/'kr?pl/ 	"1. vt. 削弱；使残废；使跛
2. n. 跛子；残废"
1599	enthusiastic	"英:/?n,θju?z?'?st?k/ 美:/?n,θuz?'?st?k/ "	"热情的, 热心的"
1600	ballet	英:/'b?le?/ 美:/'b?le/ 	n. 芭蕾舞剧；芭蕾舞乐曲
1601	dip	英:/d?p/ 美:/d?p/ 	"1. vt. 浸，泡，蘸；舀取；把伸入
2. vi. 浸；倾斜；下降，下沉；舀，掏"
1602	helpful	英:/'helpf?l/ 美:/'h?lpfl/ 	adj. 有益的；有帮助的
1603	crisis	英:/'kra?s?s/ 美:/'kra?s?s/ 	"1. n. 危机；决定性时刻；危险期
2. adj. 危机的；用于处理危机的"
1604	gauge	英:/ge?d?/ 美:/ged?/ 	"1. n. 计量器；标准尺寸；容量规格
2. vt. 估计；测量；给…定规格"
1605	crisp	英:/kr?sp/ 美:/kr?sp/ 	"1. adj. 脆的；易碎的；新鲜的
2. vt. 使发脆；使卷曲"
1606	expert	英:/'eksp??t/ 美:/'?ksp?t/ 	"1. adj. 熟练的；内行的；老练的
2. n. 专家；能手；行家"
1607	block	英:/bl?k/ 美:/blɑk/ 	"1. n. 块；街区；障碍物；大厦
2. vt. 阻塞；阻止；限制"
1608	bride	英:/bra?d/ 美:/bra?d/ 	n. 新娘；[英俚]姑娘，女朋友
1609	beige	英:/be??/ 美:/be?/ 	"1. n. 米黄色
2. adj. 浅褐色的；米黄色的"
1610	boost	英:/bu?st/ 美:/b?st/ 	"1. vt. 促进；增加；支援
2. vi. 宣扬；偷窃"
1611	being	英:/'bi???/ 美:/'bi??/ 	"1. n. 存在；生命；本质；品格
2. adj. 存在的；现有的"
1612	congress	英:/'k??gres/ 美:/k?n'ɡr?s/ 	n. 国会；会议；代表大会；社交
1613	burnt	英:/b??nt/ 美:/b?nt/ 	"1. adj. 烧焦的；烧伤的
2. v. 燃烧（burn的过去式、过去分词形式）"
1614	bridegroom	英:/'bra?dgru?m/ 美:/'bra?dɡrum/ 	新郎
1615	boot	英:/bu?t/ 美:/b?t/ 	"1. vt. 使穿靴；引导；踢；解雇
2. n. 靴子；汽车行李箱；踢"
1616	cheek	英:/t?i?k/ 美:/t?ik/ 	"1. n. 面颊，脸颊；[俚]臀部
2. vt. 无礼地向…讲话，对…大胆无礼"
1617	drug	英:/dr?g/ 美:/dr?g/ 	"1. n. 毒品；药；滞销货；麻醉药
2. vt. 使服麻醉药；使服毒品；掺麻醉药于"
1618	bridesmaid	英:/'bra?dzme?d/ 美:/'bra?dzmed/ 	女傧相
1619	coil	英:/k??l/ 美:/k??l/ 	"1. vt. 盘绕，把…卷成圈
2. n. 卷；线圈"
1620	dazzle	英:/'d?z(?)l/ 美:/'d?zl/ 	"1. n. 耀眼的光；灿烂
2. vt. 使……目眩；使……眼花"
1621	dose	英:/d??s/ 美:/dos/ 	"1. n. 剂量；一剂，一服
2. vi. 服药"
1622	entire	英:/?n'ta??/ 美:/?n'ta??/ 	adj. 全部的，整个的；全体的
1623	coin	英:/k??n/ 美:/k??n/ 	"1. vt. 杜撰，创造；铸造（货币）
2. n. 硬币，钱币"
1624	balloon	英:/b?'lu?n/ 美:/b?'lun/ 	"1. vi. 激增；膨胀如气球
2. n. 气球"
1625	greet	英:/gri?t/ 美:/ɡrit/ 	vt. 欢迎，迎接；致敬，致意；映入眼帘
1626	entirely	英:/?n'ta??l?/ 美:/?n'ta??li/ 	adv. 完全地，彻底地
1627	diploma	英:/d?'pl??m?/ 美:/d?'plom?/ 	"1. n. 毕业证书，学位证书；公文，文书；奖状
2. vt. 发给…毕业文凭"
1628	gave	英:/ɡe?v/ 美:/ɡev/ 	v. 给予（give的过去式）
1629	critic	英:/'kr?t?k/ 美:/'kr?t?k/ 	n. 批评家，评论家；爱挑剔的人
1630	acute	英:/?'kju?t/ 美:/?'kjut/ 	adj. 严重的，急性的；激烈的；敏锐的；尖声的
1631	bridge	英:/br?d?/ 美:/br?d?/ 	"1. n. 桥；桥牌；船桥；桥接器
2. vt. 渡过；架桥"
1632	greeting	英:/'gri?t??/ 美:/'ɡrit??/ 	"1. n. 问候，招呼；祝贺
2. v. 致敬，欢迎（greet的现在分词）"
1633	cheeky	英:/'t?i?k?/ 美:/'t?iki/ 	adj. 无耻的；厚脸皮的
1634	critical	英:/'kr?t?k(?)l/ 美:/'kr?t?kl/ 	adj. 批评的，爱挑剔的；决定性的；危险的；临界的；鉴定的；评论的
1635	ballot	英:/'b?l?t/ 美:/'b?l?t/ 	"1. n. 投票；投票用纸；投票总数
2. vi. 投票；抽签决定"
1636	cycle	英:/'sa?k(?)l/ 美:/'sa?kl/ 	"1. n. 循环；周期；整套；自行车；一段时间
2. vt. 使循环；使轮转"
1637	expire	英:/?k'spa??/ 美:/?k'spa??/ 	"1. vi. 终止；期满；死亡；呼气
2. vt. 呼出（空气）"
1638	diplomat	英:/'d?pl?m?t/ 美:/'d?pl?m?t/ 	n. 外交家，外交官；有外交手腕的人；处事圆滑机敏的人
1639	hem	英:/hem/ 美:/h?m/ 	"1. n. 摺边；边，边缘
2. vt. 包围；给...缝边"
1640	clone	英:/kl??n/ 美:/klon/ 	"1. n. 靠营养生殖而由母体分离繁殖的植物；无性繁殖；无性系；克隆
2. vt. 无性繁殖，复制"
1641	always	英:/'??lwe?z/ 美:/'?lwez/ 	adv. 总是；永远，一直；常常
1642	burp	英:/b??p/ 美:/b?p/ 	"1. n. 打嗝；饱嗝儿
2. vi. 打饱嗝；打嗝"
1643	coincidence	英:/k??'?ns?d(?)ns/ 美:/ko'?ns?d?ns/ 	"巧合,同时发生"
1644	dot	英:/d?t/ 美:/dɑt/ 	"1. n. 点，圆点；嫁妆
2. vi. 打上点"
1645	coincident	英:/k??'?ns?d(?)nt/ 美:/ko'?ns?d?nt/ 	一致
1646	close	英:/kl??s/ 美:/kloz/ 	"1. adj. 亲密的；亲近的；紧密的
2. vt. 关；结束；使靠近"
1647	explain	英:/?k'sple?n/ 美:/?k'splen/ 	v. 说明，解释
1648	explanation	英:/ekspl?'ne??(?)n/ 美:/??kspl?'ne??n/ 	"解释, 说明"
1649	drugstore	英:/'dr?gst??/ 美:/'dr?ɡst?r/ 	"药房, 杂货店"
1650	coincidental	"英:/k???ns?'dent(?)l/ 美:/ko,?ns?'d?ntl/ "	巧合的
1651	brief	英:/bri?f/ 美:/brif/ 	"1. adj. 简短的，简洁的；短暂的，草率的
2. n. 概要，诉书；摘要，简报"
1652	belief	英:/b?'li?f/ 美:/b?'lif/ 	n. 相信，信赖；教义；信仰
1653	cyclone	英:/'sa?kl??n/ 美:/'sa?klon/ 	n. 气旋；旋风；飓风
1654	burrow	英:/'b?r??/ 美:/'b?ro/ 	"1. vi. 挖地洞，挖通道；住入地洞，躲藏起来；钻进某处；探索，寻找；偎依著
2. vt. 在…挖洞（或通道）；使躲入洞穴；挖掘，挖出"
1655	criticism	英:/'kr?t?s?z(?)m/ 美:/'kr?t?'s?z?m/ 	"批评,评论"
1656	frizzy	英:/'fr?z?/ 美:/?fr?zi/ 	adj. 卷曲的
1657	believe	英:/b?'li?v/ 美:/b?'liv/ 	"1. vi. 信任；料想；笃信宗教
2. vt. 相信；认为；信任"
1658	drum	英:/dr?m/ 美:/dr?m/ 	"1. vt. 击鼓；大力争取
2. vi. 击鼓；大力争取"
1659	briefcase	英:/'bri?fke?s/ 美:/'brifkes/ 	公文包
1660	hemisphere	英:/'hem?sf??/ 美:/'h?m?sf?r/ 	n. 半球
1661	gay	英:/ge?/ 美:/ɡe/ 	同性恋者
1662	cheer	英:/t???/ 美:/t??r/ 	"1. vt. 欢呼；使高兴；为…加油
2. n. 欢呼；愉快；心情；令人愉快的事"
1663	croak	英:/kr??k/ 美:/krok/ 	"1. vi. 呱呱地叫；发牢骚；死
2. vt. 用嘶哑的声音说；死亡"
1664	bloke	英:/bl??k/ 美:/blok/ 	n. [俚]家伙；小子
1665	burst	英:/b??st/ 美:/b?st/ 	"1. vi. 爆炸；爆发，突发
2. vt. 爆炸；爆发，突发"
1666	blood	英:/bl?d/ 美:/bl?d/ 	"1. n. 血，血液；血统
2. vt. 从…抽血；使先取得经验"
1667	frog	英:/fr?g/ 美:/fr?ɡ/ 	"1. n. 青蛙；饰扣；辙叉
2. vi. 捕蛙"
1668	grew	英:/ɡru?/ 美:/ɡru/ 	v. 成长，种植（grow的过去式）
1669	explode	英:/?k'spl??d/ 美:/?k'splod/ 	"1. vi. 爆炸，爆发；激增
2. vt. 使爆炸；爆炸；推翻"
1670	gaze	英:/ge?z/ 美:/ɡez/ 	"1. vi. 注视；凝视
2. n. 注视；凝视"
1671	bury	英:/'ber?/ 美:/'b?ri/ 	vt. 埋葬；隐藏
1672	cheerful	英:/'t???f?l/ 美:/'t??rfl/ 	adj. 高兴的；快乐的；愉快的
1673	bell	英:/bel/ 美:/b?l/ 	"1. n. 铃，钟；钟声，铃声；钟状物
2. vt. 装钟于，系铃于"
1674	entrance	英:/'entr(?)ns/ 美:/'?ntr?ns/ 	"1. n. 入口；进入
2. vt. 使出神，使入迷"
1675	bus	英:/b?s/ 美:/b?s/ 	n. 公共汽车
1676	double	英:/'d?b(?)l/ 美:/'d?bl/ 	"1. n. 两倍；[计]双精度型
2. adj. 两倍的；双重的"
1677	crockery	英:/'kr?k(?)r?/ 美:/'krɑk?ri/ 	n. 陶器；瓦器；[化]土器
1678	exploit	英:/?k'spl??t/ 美:/?k?spl??t/ 	"1. vt. 开发，开拓；剥削；开采
2. n. 勋绩；功绩"
1679	crocodile	英:/'kr?k?da?l/ 美:/'krɑk?'da?l/ 	鳄鱼
1680	hen	英:/hen/ 美:/h?n/ 	母鸡
1681	direct	英:/d?'rekt/ 美:/d?'r?kt/ 	"1. adj. 直接的；亲身的；恰好的；直系的
2. vt. 指向；管理；指挥；导演"
1682	bamboo	英:/b?m'bu?/ 美:/?b?m'bu/ 	"1. n. 竹，竹子
2. vt. 为…装上篾条"
1683	cylindrical	英:/s?'l?ndr?k?l/ 美:/s?'l?ndr?kl/ 	圆柱的
1684	conjunction	英:/k?n'd???(k)?(?)n/ 美:/k?n'd???k??n/ 	连词
1685	cheese	英:/t?i?z/ 美:/t?iz/ 	"1. n. 奶酪；干酪；[美俚]要人
2. vt. [俚]停止"
1686	drummer	英:/'dr?m?/ 美:/'dr?m?/ 	n. 鼓手；[美]旅行推销员；[经]跑街
1687	brighten	英:/'bra?t(?)n/ 美:/'bra?tn/ 	"1. vi. 变亮；活跃；明亮；快乐高兴
2. vt. 使生辉；使闪亮；使快乐高兴"
1688	border	英:/'b??d?/ 美:/'b?rd?/ 	"1. n. 边界；边境；国界
2. vt. 接近；与…接壤；在…上镶边"
1689	ban	英:/b?n/ 美:/b?n/ 	禁令
1690	from	英:/fr?m/ 美:/fr?m/ 	prep. 来自，从；今后；由于
1691	explore	英:/?k'spl??/ 美:/?k'spl?r/ 	"1. vt. 探测；探索；探险
2. vi. 探测；探险；探索"
1692	cold	英:/k??ld/ 美:/kold/ 	"1. adj. 寒冷的；冷淡的，不热情的；失去知觉的
2. n. 寒冷；感冒"
1693	drunk	英:/dr??k/ 美:/dr??k/ 	"1. v. 喝酒（drink的过去分词）
2. adj. 喝醉了的"
1694	bush	英:/b??/ 美:/b??/ 	"1. n. 矮树丛；灌木
2. vt. 以灌木装饰；使…精疲力竭"
1695	front	英:/fr?nt/ 美:/fr?nt/ 	"1. n. 前面；前线；正面
2. vt. 面对；朝向；对付"
1696	grid	英:/gr?d/ 美:/ɡr?d/ 	n. [计]网格；格子，栅格；输电网
1697	bore	英:/b??/ 美:/b?r/ 	忍受
1698	banana	英:/b?'nɑ?n?/ 美:/b?'n?n?/ 	n. 香蕉；喜剧演员；大鹰钩鼻
1699	brilliant	英:/'br?lj(?)nt/ 美:/'br?lj?nt/ 	辉煌
1700	explorer	英:/ek'spl??r?(r)/ 美:/?k'spl?r?/ 	n. 探测者，探测器；探险家
1701	closed	英:/kl??zd/ 美:/klozd/ 	"1. adj. 关着的；不公开的
2. v. 关；结束；接近（close的过去分词）"
1702	brilliantly	英:/'brilj?ntli/ 美:/?br?lj?ntl?/ 	出色
1703	entry	英:/'entri/ 美:/??ntri/ 	n. 入口；进入；登记；条目；对土地的侵占；[商]报关手续
1704	explosion	英:/?k'spl???(?)n/ 美:/?k'splo??n/ 	"爆炸,爆发,激增"
1705	grief	英:/gri?f/ 美:/ɡrif/ 	n. 悲痛；忧伤；不幸
1706	boring	英:/'b??r??/ 美:/'b?r??/ 	"1. adj. 令人厌烦的；无聊的
2. n. 钻孔"
1707	band	英:/b?nd/ 美:/b?nd/ 	"1. n. 带；松紧带；传送带；乐队；一帮
2. vi. 联合；聚焦"
1708	explosive	英:/?k'spl??s?v/ 美:/?k'splos?v/ 	爆炸 的; 炸药
1709	cheetah	英:/'t?i?t?/ 美:/'t?it?/ 	n. 猎豹
1710	brim	英:/br?m/ 美:/br?m/ 	"1. n. 边；边缘
2. vi. 满溢；溢出"
1711	direction	英:/d?'rek?(?)n/ 美:/da?'r?k??n/ 	方向
1712	crooked	英:/'kr?k?d/ 美:/'kr?k?d/ 	adj. 弯曲的；歪的；不正当的
1713	frontier	英:/'fr?nt??/ 美:/fr?n't?r/ 	"1. n. 边界；国境；前沿
2. adj. 边界的；开拓的"
1714	closet	英:/'kl?z?t/ 美:/'klɑz?t/ 	"1. n. 壁橱；议事室，密室；小房间
2. adj. 秘密的，私下的；空谈的"
1715	chemical	英:/'kem?k(?)l/ 美:/'k?m?kl/ 	"1. n. 化学制品，化学药品
2. adj. 化学的"
1716	dry	英:/dra?/ 美:/dra?/ 	"1. adj. 干的；口渴的；禁酒的；枯燥无味的
2. vt. 把…弄干"
1717	connect	英:/k?'nekt/ 美:/k?'n?kt/ 	"1. vt. 连接；联合；关连
2. vi. 连接，连结；联合"
1718	export	英:/?k'sp??t/ 美:/?k'sp?rt/ 	"1. n. 输出，出口；出口商品
2. vi. 输出物资"
1719	born	英:/b?:n/ 美:/b?rn/ 	"1. v. 出世（bear的过去分词）
2. adj. 天生的"
1720	directly	英:/d?'rektl?/ 美:/da?'r?ktli/ 	"1. adv. 直接地；立即；马上；坦率地；正好地
2. conj. 一…就"
1721	frost	英:/fr?st/ 美:/fr?st/ 	"1. vt. 结霜于；冻坏
2. vi. 结霜；受冻"
1722	envelope	英:/'env?l??p/ 美:/??nv??lop/ 	n. 信封，封皮；[生]包膜；[天]包层；[数]包迹
1723	crop	英:/kr?p/ 美:/krɑp/ 	"1. n. 农作物；庄稼；产量；平头
2. vt. 种植；收割；修剪；剪短"
1724	her	英:/h??(r)/ 美:/h?/ 	pron. 她的；她
1725	director	英:/d?'rekt?/ 美:/d?'r?kt?/ 	n. 人事助理；导演；主任，主管
1726	business	英:/'b?zn?s/ 美:/'b?zn?s/ 	n. 商业；生意；交易；事情
1727	hers	英:/h??z/ 美:/h?z/ 	pron. 她的（所有格）
1728	grill	英:/gr?l/ 美:/ɡr?l/ 	"1. vt. 烧，烤；烤问
2. vi. 烧，烤；严加盘问"
1729	borne	英:/b??n/ 美:/b?rn/ 	v. 忍受；负荷；结果实；生子女（bear的过去分词）
1730	cloth	英:/kl?θ/ 美:/kl?θ/ 	n. 布，织物；餐巾
1731	expose	英:/?k'sp??z/ 美:/?k'spoz/ 	vt. 使曝光；揭露，揭发；显示
1732	bring	英:/br??/ 美:/br??/ 	vt. 带来；引起；促使；使某人处于某种情况或境地
1733	grim	英:/gr?m/ 美:/ɡr?m/ 	adj. 冷酷的；残忍的；糟糕的
1734	clothes	英:/kl??(?)z/ 美:/klo?z/ 	n. 衣服
1735	bandage	英:/'b?nd?d?/ 美:/'b?nd?d?/ 	"1. n. 绷带
2. vt. 用绷带包扎"
1736	chemist	英:/'kem?st/ 美:/'k?m?st/ 	n. 药剂师；化学家
1737	frosting	英:/'fr?st??/ 美:/'fr?st??/ 	"1. n. 霜状白糖；无光泽面；结霜；去光泽
2. v. 以霜覆盖；冻坏；起霜（frost的ing形式）"
1738	envious	英:/'env??s/ 美:/'?nv??s/ 	adj. 羡慕的；嫉妒的
1739	chemistry	英:/'kem?str?/ 美:/'k?m?stri/ 	化学
1740	herb	英:/h??b/ 美:/?b/ 	n. 香草，药草
1741	belly	英:/'bel?/ 美:/'b?li/ 	"1. n. 腹部；胃；食欲
2. vi. 涨满；鼓起"
1742	borrow	英:/'b?r??/ 美:/'bɑro/ 	"1. vi. 借；借用；从其他语言中引入
2. vt. 借用；借"
1743	directory	英:/d?'rekt(?)r?/ 美:/da?'r?kt?ri/ 	目录
1744	cross	英:/kr?s/ 美:/kr?s/ 	"1. n. 十字架，十字形物；交叉，十字
2. vi. 交叉；横过；杂交"
1745	environment	英:/?n'va?r?nm(?)nt/ 美:/?n'va?r?nm?nt/ 	"环境,外界"
1746	bloodstream	英:/'bl?dstri?m/ 美:/'bl?dstrim/ 	血流
1747	bandit	英:/'b?nd?t/ 美:/'b?nd?t/ 	强盗
1748	businessman	英:/'b?zn?sm?n/ 美:/'b?zn?sm?n/ 	商人
1749	express	英:/?k'spres/ 美:/?k'spr?s/ 	"1. vt. 表达；快递
2. adj. 明确的；迅速的；专门的"
1750	grin	英:/gr?n/ 美:/ɡr?n/ 	"1. v. 露齿而笑，咧着嘴笑
2. n. 露齿笑"
1751	grind	英:/gra?nd/ 美:/ɡra?nd/ 	"1. vt. 磨碎；磨快
2. vi. 磨碎；折磨"
1752	disorganized	英:/d?s??:g?na?zd/ 美:/d?s'?rɡ?na?zd/ 	disorganised<br /><br />杂乱无章
1753	dirt	英:/d??t/ 美:/d?t/ 	n. 污垢，泥土；灰尘，尘土；下流话
1754	collapse	英:/k?'l?ps/ 美:/k?'l?ps/ 	"1. vi. 倒塌；瓦解；暴跌
2. vt. 使倒塌，使崩溃；使萎陷"
1755	envy	英:/'env?/ 美:/'?nvi/ 	"1. n. 羡慕；嫉妒，妒忌
2. vt. 羡慕；嫉妒，妒忌"
1756	frown	英:/fra?n/ 美:/fra?n/ 	"1. vi. 皱眉；不同意
2. vt. 皱眉，蹙额"
1757	grip	英:/gr?p/ 美:/ɡr?p/ 	"1. n. 紧握；柄；支配；握拍方式；拍柄绷带
2. vt. 紧握；夹紧"
1758	clothing	英:/'kl?????/ 美:/'klo???/ 	"1. n. （总称）服装；[航海]帆装
2. v. 给…穿衣；覆盖（clothe的ing形式）"
1759	expression	英:/?k'spre?(?)n/ 美:/?k'spr???n/ 	表达
1760	collar	英:/'k?l?/ 美:/'kɑl?/ 	"1. n. 衣领；颈圈
2. vt. 给…上领子；给…套上颈圈；[口]抓住"
1761	gripping	英:/'ɡripi?/ 美:/?ɡr?p??/ 	"1. adj. 引人注意的；令人全神贯注的；扣人心弦的
2. v. 握紧；扣人心弦（grip的ing形式）"
1762	belong	英:/b?'l??/ 美:/b?'l??/ 	vi. 属于，应归入；适宜；应被放置；居住
1763	belongings	英:/bi?l??i?z/ 美:/b?'l????z/ 	"财产, 所有物"
1764	herd	英:/h??d/ 美:/h?d/ 	"1. n. 兽群，畜群；放牧人
2. vi. 成群，聚在一起"
1765	froze	英:/fr??z/ 美:/froz/ 	v. 冻结；凝固；冻住（freeze的过去式形式）
1766	cloud	英:/kla?d/ 美:/kla?d/ 	"1. n. 云；云状物；一大群；阴云；黑斑
2. vt. 以云遮敝；使混乱；使忧郁；玷污"
1767	bloody	英:/'bl?d?/ 美:/'bl?di/ 	"1. adj. 嗜杀的，残忍的；血腥的；非常的；血色的
2. vt. 使流血"
1768	dirty	英:/'d??t?/ 美:/'d?ti/ 	"1. adj. 污秽的；下流的，卑鄙的；恶劣的；暗淡的
2. vi. 变脏"
1769	boss	英:/b?s/ 美:/b?s/ 	"1. n. 老板；工头；首领
2. vt. 指挥，调遣；当…的领导"
1770	frozen	英:/'fr??zn/ 美:/?froz?n/ 	"1. adj. 冻结的；冷酷的
2. v. 凝固；变得刻板；结冰（freeze的过去分词）"
1771	below	英:/b?'l??/ 美:/b?'lo/ 	"1. adv. 在下面，在较低处；在本页下面
2. prep. 在…下面"
1772	conscience	英:/'k?n?(?)ns/ 美:/'kɑn??ns/ 	良心
1773	cherry	英:/?t?eri/ 美:/?t??ri/ 	n. 樱桃；樱桃树；如樱桃的鲜红色；[俚，鄙]处女膜，处女
1774	belt	英:/belt/ 美:/b?lt/ 	"1. n. 地带；带；腰带
2. vt. 用带子系住；用皮带抽打"
1775	bossy	英:/'b?s?/ 美:/'b?si/ 	"1. adj. 专横的；浮雕装饰的；爱指挥他人的
2. n. 母牛；牛犊"
1776	cloudy	英:/'kla?d?/ 美:/'kla?di/ 	adj. 多云的；阴天的；愁容满面的
1777	bang	英:/b??/ 美:/b??/ 	砰
1778	bloom	英:/blu?m/ 美:/blum/ 	"1. n. 花；青春；旺盛
2. vt. 使开花；使茂盛"
1779	disability	英:/d?s?'b?l?t?/ 美:/?d?s?'b?l?ti/ 	"无力, 无能, 残疾"
1780	here	英:/h??/ 美:/h?r/ 	"1. adv. 在这里；此时
2. int. 嘿！；喂！"
1781	disable	英:/d?s'e?b(?)l/ 美:/d?s'ebl/ 	vt. 使残废；使失去能力；使无资格
1782	conscientious	英:/?k?n??'en??s/ 美:/'kɑn??'?n??s/ 	有良心
1783	busy	英:/'b?z?/ 美:/'b?zi/ 	"1. adj. 忙碌的；热闹的；正被占用的
2. vt. 使忙于"
1784	colleague	英:/'k?li?g/ 美:/'kɑliɡ/ 	同事
1785	collect	英:/k?'lekt/ 美:/k?'l?kt/ 	"1. vt. 收集；募捐
2. vi. 收集；聚集；募捐"
1786	chess	英:/t?es/ 美:/t??s/ 	n. 国际象棋，西洋棋
